year,month,country,cpi,inflation_rate
1992,8,USA,109.41,6.03
2023,6,Japan,219.81,6.43
2001,5,India,247.38,-1.35
2016,1,Germany,194.09,4.06
1994,2,Canada,55.49,0.86
2011,10,Vietnam,289.17,1.62
1993,11,Vietnam,238.69,-1.31
2017,1,India,297.07,-1.92
1996,9,Germany,165.25,8.55
2023,4,Germany,52.13,8.76
1991,3,India,110.55,-1.91
1998,10,Canada,70.08,-1.48
2004,2,Canada,278.42,0.81
2020,7,France,207.3,2.96
2004,6,France,182.76,0.22
2022,10,Canada,128.4,3.83
2020,10,India,108.33,10.44
2016,7,Germany,238.8,1.06
1991,1,Vietnam,115.05,10.58
1998,1,UK,207.49,8.61
1990,10,USA,154.22,2.36
2008,4,USA,202.18,9.45
1998,5,Japan,171.97,5.0
1991,11,Vietnam,100.71,6.27
1990,2,Canada,115.16,-1.39
2001,11,Canada,275.64,-0.78
2015,10,India,52.03,6.9
1999,6,Germany,81.3,6.45
1990,12,Vietnam,98.54,3.71
1990,2,Germany,57.88,0.59
2020,7,France,164.96,8.85
2000,10,Germany,170.78,5.87
1994,2,Vietnam,119.39,11.26
2024,1,USA,164.39,10.11
2000,12,Japan,204.29,6.85
1993,9,Japan,73.21,-1.77
2010,4,France,162.25,11.76
2017,1,Germany,111.46,0.18
1997,8,Germany,206.87,0.17
2009,9,Germany,269.35,5.81
2010,6,France,252.95,5.7
2024,10,Germany,170.09,1.45
2021,12,Japan,65.84,5.27
1994,12,France,212.93,6.89
1993,10,Canada,298.97,6.94
1996,12,India,208.66,3.68
2023,4,Japan,57.29,9.38
2009,2,Germany,81.76,4.61
1996,8,UK,137.61,4.99
2013,3,India,239.33,-0.55
2010,6,UK,95.99,0.96
1998,6,Canada,62.77,11.5
2008,1,USA,183.26,9.28
2009,12,Germany,144.98,7.84
2017,7,Vietnam,114.14,6.24
2021,7,UK,127.15,9.8
2023,5,Germany,278.38,11.09
2005,2,Germany,213.26,7.9
2006,4,USA,280.81,9.66
2000,7,India,74.1,10.5
1993,6,Germany,129.55,6.16
2007,9,India,179.31,8.96
1995,8,Japan,215.65,7.1
2021,5,USA,156.33,8.1
1994,7,Japan,74.91,6.91
2004,3,USA,215.75,3.94
2005,4,UK,285.77,9.06
2006,7,UK,278.61,10.43
2004,1,Germany,120.94,5.89
2024,9,India,261.15,10.6
1997,7,Canada,230.81,7.92
2024,9,Vietnam,208.02,9.01
2016,7,India,280.83,7.1
2003,11,France,54.32,2.68
2012,5,India,291.29,1.77
2009,1,Vietnam,283.83,5.79
1995,11,India,279.77,9.52
2013,12,USA,183.68,9.06
2012,12,Canada,74.73,-0.36
2001,7,Canada,173.56,7.06
1991,10,Vietnam,251.55,7.78
2016,11,Germany,154.82,2.59
2021,9,Canada,109.26,8.67
2018,3,India,274.84,2.95
2022,11,Germany,109.94,11.89
2018,5,Germany,286.52,-1.94
2022,10,India,107.65,7.23
2006,3,Canada,109.35,-0.35
1999,1,Germany,258.67,-0.52
1990,8,France,103.23,11.02
2006,7,Vietnam,136.99,8.59
2017,10,USA,188.92,-0.52
2016,8,Canada,223.36,-0.31
2014,12,Canada,86.67,4.16
2023,3,Germany,242.16,5.09
1992,5,Canada,162.14,5.65
2018,7,India,273.82,4.01
2024,9,Canada,213.91,3.61
1999,6,Vietnam,107.68,10.91
1990,3,Vietnam,138.93,5.56
1990,7,Germany,249.22,5.26
2021,7,Germany,132.61,2.32
2011,12,India,82.65,9.67
2008,3,France,294.19,8.7
2024,5,USA,284.79,3.27
1995,6,India,122.09,-0.93
2023,1,UK,141.38,2.89
2004,1,UK,267.63,11.06
1992,4,France,50.85,-1.73
2011,10,Germany,146.64,10.95
2018,7,Japan,63.83,5.55
2003,7,Canada,266.42,6.31
2019,8,UK,168.42,-0.84
2004,11,UK,297.67,-0.26
2018,6,Canada,98.95,9.06
2003,7,UK,132.54,2.39
1992,12,Japan,93.39,1.16
2011,12,France,55.79,0.39
2022,6,Japan,284.78,-0.15
2012,5,Canada,241.17,2.86
1996,10,USA,256.78,6.31
2009,6,Japan,147.05,4.15
1996,10,Canada,279.63,-1.45
2006,12,USA,72.24,6.3
2021,4,India,82.52,6.69
2004,12,France,161.01,8.68
2002,7,Vietnam,85.85,7.51
1992,8,Vietnam,79.1,4.56
2014,12,France,181.94,11.26
2021,8,USA,99.63,-1.06
2005,4,France,252.69,3.91
1990,3,USA,274.01,3.72
1992,7,UK,224.37,2.59
2009,7,France,108.85,11.03
2017,11,Germany,244.81,10.14
2011,3,UK,62.52,10.23
1990,1,UK,208.89,-0.67
2003,3,India,281.62,2.41
2004,3,Vietnam,199.18,4.62
2021,6,USA,279.95,8.31
2007,2,USA,210.94,3.61
2011,4,Canada,246.82,10.91
2005,5,UK,163.23,0.82
2000,6,Vietnam,206.79,0.43
1996,10,Japan,62.58,4.06
1998,9,France,57.16,4.35
1990,10,Germany,83.58,-0.94
1997,5,UK,180.84,1.96
2000,2,Germany,251.41,6.46
1994,7,France,258.21,2.62
2018,10,UK,286.53,2.53
1995,11,UK,121.75,10.02
2001,1,India,279.56,-0.58
1996,8,Canada,254.49,5.17
2001,7,UK,150.1,10.0
2022,11,Japan,149.74,-1.84
2008,8,Japan,246.16,6.21
2008,1,Vietnam,199.24,3.99
2010,6,Canada,201.66,1.18
2008,5,USA,122.16,0.73
1998,2,Vietnam,249.46,2.54
2011,8,UK,217.6,2.0
2008,10,Vietnam,85.59,10.69
2000,2,USA,163.03,1.89
2014,2,USA,146.57,9.71
2024,9,France,284.52,9.47
1994,6,Germany,180.75,-0.39
2020,3,Vietnam,86.8,0.05
2003,9,India,271.36,6.41
2002,2,Vietnam,93.64,2.9
2023,8,Germany,202.61,-1.75
2023,4,Canada,151.44,11.19
2007,10,Japan,85.48,3.08
1995,2,Canada,141.62,7.58
2010,5,Germany,74.98,-1.48
1994,3,India,183.71,5.46
1991,9,Japan,249.26,9.38
1995,8,France,200.58,7.39
1997,6,Canada,206.36,9.96
1991,6,Germany,172.97,9.89
2012,9,India,86.44,7.87
2009,2,UK,243.65,3.96
1993,12,UK,299.65,4.72
2004,7,USA,111.56,7.93
2019,12,France,279.09,10.7
2009,11,Germany,68.34,6.35
2013,3,Japan,135.52,8.04
1998,3,Canada,231.87,9.66
2010,4,USA,241.53,-0.78
2002,5,Vietnam,267.72,3.88
1994,5,Germany,243.87,6.58
2003,10,Vietnam,162.1,8.41
1996,1,Japan,160.59,10.78
1995,10,UK,53.11,2.06
2001,6,France,295.34,5.72
2005,11,USA,187.52,11.23
2021,11,Japan,232.16,6.07
2000,2,Germany,104.51,4.12
1993,2,USA,203.05,4.49
2018,9,Japan,267.48,11.56
2023,1,France,87.38,1.81
1998,2,Germany,198.02,-1.07
1999,10,Vietnam,113.15,-0.81
1997,9,Japan,205.75,4.28
2021,4,USA,133.29,2.03
1995,4,Germany,262.37,9.79
1995,11,India,221.63,11.73
2016,10,USA,111.58,6.5
1991,9,Japan,68.4,11.77
1998,5,India,156.45,2.64
1994,4,Germany,254.72,7.42
2023,9,UK,159.98,9.42
2003,4,France,200.16,8.49
1999,4,France,118.99,4.13
1996,7,Japan,177.63,2.2
2009,10,Canada,271.95,-0.5
2000,10,Vietnam,177.01,1.3
2002,1,Japan,275.99,5.63
2006,3,USA,229.55,1.92
2022,10,France,218.24,-1.21
1999,11,UK,272.12,-0.61
2023,4,USA,102.39,3.1
2002,12,France,263.15,10.35
2014,8,Canada,104.88,5.18
2022,9,India,252.86,8.05
1999,1,UK,123.57,5.69
2013,12,UK,270.47,10.36
1994,3,USA,174.58,1.96
1999,3,France,289.99,11.04
2016,12,UK,69.79,-0.56
2022,8,Japan,54.73,9.98
2017,5,Germany,293.76,2.47
1992,5,Vietnam,73.85,11.04
2020,11,USA,228.02,3.01
2018,8,India,168.55,5.52
2010,6,Vietnam,243.97,6.84
2021,6,USA,88.17,8.5
2017,7,USA,223.16,0.9
2010,10,India,64.54,7.7
2024,1,India,271.73,4.37
2019,9,India,227.61,0.92
2006,5,Germany,141.92,11.18
2018,8,India,80.29,9.18
1991,12,India,157.23,3.52
2022,10,Canada,208.53,5.33
1993,6,UK,223.42,7.1
2014,12,USA,181.01,1.53
1994,6,India,134.46,1.77
1993,4,India,97.08,2.65
2018,3,France,109.18,-1.58
1997,2,Germany,255.63,10.53
2009,10,India,249.09,11.0
1995,11,France,176.8,-1.33
2021,12,Germany,254.19,8.51
1994,4,India,296.94,10.42
2009,1,Japan,86.66,4.25
1993,6,France,123.47,-1.74
2011,11,Japan,238.01,10.57
2022,7,UK,238.51,4.17
2020,5,Canada,140.31,-1.18
2018,10,UK,117.83,8.72
1994,10,Germany,73.68,7.66
1999,10,Japan,94.22,7.19
2000,1,Canada,269.7,2.34
2011,3,Canada,210.91,5.47
2013,6,Germany,229.37,-1.12
2010,7,Japan,76.27,9.94
2005,9,Vietnam,202.77,6.13
1991,12,India,263.1,2.29
2004,12,UK,55.87,2.71
2015,2,India,86.85,3.78
2019,3,Vietnam,53.27,0.58
1991,4,Vietnam,251.0,6.6
2018,5,Canada,87.42,11.17
1995,7,Canada,78.66,11.3
1990,6,Germany,84.17,-0.18
2000,12,France,156.33,2.21
2012,5,Japan,274.75,9.63
2015,6,Vietnam,107.68,8.92
2020,1,Germany,139.5,4.02
2004,8,Germany,108.52,4.24
1998,7,Japan,172.19,6.33
2023,3,UK,180.2,0.79
2006,2,Japan,78.43,8.13
2024,9,UK,298.47,5.61
1992,5,India,288.94,0.42
2000,9,Germany,145.29,8.31
2017,9,Canada,231.63,10.02
2017,3,Canada,245.57,-1.09
2008,3,India,268.19,6.53
1991,9,Canada,137.91,2.9
2021,3,UK,283.54,7.82
2000,7,India,103.09,-1.93
2005,3,USA,293.46,9.95
2000,1,UK,135.97,4.09
1992,11,France,74.99,11.82
2018,12,France,75.58,6.43
1994,3,Canada,233.25,0.21
2017,5,Canada,121.71,5.95
2020,10,UK,72.53,5.03
2002,8,Japan,78.7,8.09
2014,7,Vietnam,279.06,3.73
1995,10,Canada,94.05,-0.57
1992,1,Vietnam,177.62,7.65
2011,2,UK,288.0,11.86
2021,9,Canada,205.53,3.22
2019,10,India,297.24,-1.78
1996,11,Vietnam,137.35,0.62
2014,12,Germany,258.79,9.61
1991,8,France,116.9,10.4
1997,2,France,151.72,5.82
2022,3,Canada,120.66,10.03
2017,8,France,103.87,6.15
1999,4,Germany,144.81,4.43
2007,2,Japan,102.54,9.03
2002,4,France,275.21,4.12
2010,6,USA,152.87,-1.4
2022,8,France,173.06,0.43
2012,3,Vietnam,232.73,-0.31
1990,5,Vietnam,261.6,-1.68
2010,3,India,243.72,1.08
1994,8,Canada,204.54,2.36
2024,8,France,55.41,9.08
2007,6,USA,58.13,3.62
2018,10,USA,98.6,11.85
2015,11,UK,285.85,1.36
2007,1,Vietnam,153.0,1.29
2018,11,France,151.45,6.98
2020,3,Germany,186.81,10.28
2002,7,UK,177.85,8.59
2019,11,India,195.7,10.28
1996,8,USA,174.57,8.2
1995,12,Japan,123.79,-0.79
1991,3,France,68.47,4.21
1997,6,Japan,207.3,-0.08
1999,2,Canada,100.56,11.07
2011,1,USA,200.56,1.57
1999,9,France,219.78,4.83
2024,11,USA,141.76,-0.62
2008,9,USA,197.42,7.71
1993,5,Japan,95.64,3.17
2008,1,Canada,88.45,5.67
2009,2,France,82.96,-1.6
1993,11,Canada,60.12,-1.23
2015,1,France,199.47,8.29
1992,6,Japan,104.78,7.61
2019,2,UK,67.16,-1.84
1995,1,Japan,224.87,11.77
2016,10,UK,86.32,10.65
2005,6,India,200.8,-1.93
2005,11,USA,188.67,3.73
2023,2,Vietnam,237.88,0.36
2013,9,India,246.3,0.06
1995,10,Vietnam,157.81,3.23
2009,3,France,183.2,1.78
1998,10,Vietnam,130.5,-0.1
2010,8,France,59.42,10.9
2000,9,Canada,52.81,0.57
2019,10,Japan,249.6,7.07
1990,5,Vietnam,83.37,-0.63
2016,6,Germany,206.75,4.9
1995,12,Germany,129.21,-1.48
1996,10,Japan,194.6,0.34
2011,12,Germany,81.84,3.21
2023,5,France,188.6,4.87
2009,6,Canada,57.25,7.13
2004,11,Canada,194.45,0.44
1998,2,Vietnam,133.51,0.6
2007,12,India,114.66,-1.11
2019,9,UK,204.82,0.1
2000,7,Germany,238.08,6.07
2022,6,India,221.28,-1.03
1995,11,France,275.36,-0.39
2011,4,Canada,64.83,-0.18
2008,10,UK,138.67,6.68
2011,9,Vietnam,286.21,5.37
2020,11,Canada,184.26,2.26
2014,7,Germany,299.09,10.91
2019,4,Vietnam,252.94,8.38
1993,3,India,129.99,-1.51
2015,10,Germany,204.79,11.83
1996,8,Vietnam,67.01,5.69
2001,6,Canada,126.63,4.43
1990,2,France,272.83,1.51
1995,7,India,255.05,4.4
1990,8,India,288.17,7.88
1997,5,Japan,227.51,9.18
2022,3,USA,273.57,8.38
1993,12,Canada,137.04,10.4
1995,8,Japan,85.06,4.25
1992,2,Vietnam,221.84,8.31
2004,10,Japan,176.85,7.42
1995,11,Germany,258.83,3.12
1995,6,Japan,147.73,0.96
2016,7,Japan,232.83,11.26
1994,10,Canada,297.37,3.19
2006,9,Germany,59.09,-1.87
2012,5,India,257.99,-0.03
2006,12,USA,246.65,1.56
2012,11,Germany,97.17,6.7
2022,1,France,111.55,-0.68
1991,10,Germany,299.63,4.12
1999,2,Canada,202.14,8.27
2008,8,France,65.74,5.07
1998,1,Vietnam,51.35,6.87
2004,2,Canada,275.2,-0.22
2013,5,India,123.08,-1.24
2001,10,USA,172.4,10.35
2011,12,France,125.97,4.71
2007,11,Japan,166.42,3.74
1991,11,UK,187.05,5.09
2004,3,Vietnam,240.7,5.76
1998,4,Japan,143.61,1.33
2011,10,Vietnam,216.81,0.23
2006,5,India,99.14,3.95
2003,3,USA,106.31,1.33
2020,5,Germany,237.36,3.04
1996,3,Canada,299.36,6.68
2024,11,USA,126.8,6.9
2023,1,Vietnam,112.0,8.53
1992,7,India,205.91,3.06
1991,4,USA,206.73,3.92
2016,8,Vietnam,271.09,3.54
1991,4,India,110.14,-1.82
1994,11,USA,231.6,10.0
2010,7,Vietnam,139.56,0.61
1996,3,USA,185.6,1.42
2014,2,Canada,139.82,3.26
1990,11,USA,228.75,8.9
1998,3,Vietnam,223.4,11.0
1991,7,UK,227.71,5.02
1992,12,France,99.84,10.33
1993,3,France,132.87,4.96
2010,10,Germany,263.59,6.98
2015,8,Vietnam,118.07,0.95
2003,8,UK,216.96,2.33
1999,1,France,200.31,4.33
2015,7,USA,210.76,-1.53
1999,8,France,296.28,10.37
2007,9,Germany,198.26,8.88
2016,8,Japan,259.98,1.24
2006,10,USA,217.08,10.88
1999,6,USA,122.41,11.87
2000,8,Germany,79.63,6.17
2013,3,Japan,136.76,3.05
2008,2,Vietnam,51.44,2.53
2005,1,Canada,231.54,5.4
2012,8,Vietnam,71.35,11.91
2001,7,Vietnam,235.74,4.47
2008,6,USA,226.32,-1.87
2014,12,USA,154.6,1.06
1992,11,France,299.5,-0.31
2002,3,India,116.23,7.44
2010,6,UK,286.74,-1.85
2011,5,Germany,177.31,11.39
2018,11,Canada,247.64,-0.35
2014,5,UK,148.24,-1.36
2012,4,USA,57.52,-1.49
2001,5,UK,292.96,9.46
2012,5,Canada,103.07,2.64
1994,5,Japan,162.56,-0.78
2018,10,USA,287.31,8.7
1994,10,Canada,176.76,11.34
2024,8,Germany,267.14,3.18
2024,2,India,132.59,11.29
2006,2,USA,257.96,-1.25
2019,6,France,287.13,3.17
1991,3,France,183.46,9.42
2004,10,Germany,272.7,7.77
2012,11,Japan,139.46,1.42
2015,10,India,266.19,3.11
2000,10,USA,117.54,8.98
2013,10,Vietnam,132.05,6.63
1998,4,UK,110.02,0.38
2003,11,UK,204.2,10.82
2013,3,USA,229.53,9.13
1996,4,Vietnam,190.86,7.56
1999,2,Germany,58.7,3.39
2022,9,Vietnam,278.36,1.21
2022,11,Japan,273.0,9.68
2016,3,Germany,154.38,3.65
1997,7,Germany,180.7,-1.16
2003,9,UK,110.55,1.37
1996,9,Vietnam,166.73,7.75
2007,6,USA,222.25,11.97
2015,1,India,197.81,6.01
2004,12,UK,277.2,9.86
2022,10,Canada,52.01,4.12
2000,2,UK,294.47,7.13
2008,9,USA,195.76,3.08
2007,5,India,138.95,-1.93
2011,10,France,67.91,2.39
2007,2,Canada,291.92,11.12
2007,6,India,262.52,7.21
2011,7,France,179.08,3.07
2014,12,Vietnam,237.72,3.84
2020,10,Germany,277.27,4.4
1998,10,UK,187.3,4.4
2008,11,France,160.19,-0.34
2014,10,France,66.97,1.05
2004,11,Canada,236.14,6.0
1994,6,France,213.81,0.77
2000,1,Germany,222.99,0.54
2002,11,Vietnam,199.11,1.99
2023,1,India,144.95,8.54
1997,2,USA,262.78,8.81
2014,11,Germany,224.52,10.05
2016,9,Canada,147.05,5.41
2000,11,France,248.32,1.67
2007,1,USA,295.58,6.12
1999,11,Germany,152.26,8.52
2022,9,USA,298.79,11.14
2006,6,USA,221.56,6.61
1994,2,UK,145.81,7.82
2012,10,Vietnam,221.28,11.01
1992,3,USA,136.13,-0.78
1999,9,India,174.21,-1.85
2016,10,France,284.4,8.78
1996,11,Vietnam,146.45,-0.08
2018,2,USA,263.83,5.73
1995,5,USA,63.85,9.93
1998,8,Canada,116.6,0.56
1997,10,Vietnam,146.79,8.04
2003,6,Japan,232.78,3.26
1998,8,France,275.58,1.18
2000,6,UK,175.59,4.26
2000,4,UK,262.39,2.49
2024,8,Canada,197.52,8.99
2000,9,UK,197.83,11.94
1992,5,UK,285.01,5.81
2008,3,UK,117.18,9.2
1997,1,Japan,243.71,3.53
2017,2,USA,89.31,0.19
1990,1,Germany,276.28,4.39
2019,10,France,189.8,5.66
2000,9,USA,135.44,3.67
2018,11,UK,59.15,4.28
2020,7,Canada,174.58,5.2
1999,10,India,298.79,2.7
2024,2,Japan,50.57,-1.72
2018,3,Germany,200.33,9.7
1991,11,France,56.54,0.78
1990,3,UK,238.31,2.5
2021,1,Germany,107.5,9.83
2013,3,Japan,81.71,5.77
1991,12,Vietnam,76.37,-0.06
1992,1,Canada,239.15,5.9
1998,3,UK,53.95,2.15
2013,3,Japan,154.86,11.3
2001,12,France,146.07,11.02
2023,5,Vietnam,190.11,7.97
2023,3,Canada,295.6,-1.19
2012,10,Japan,123.0,6.07
2008,3,USA,259.0,2.39
2021,1,Vietnam,288.13,4.19
2017,9,France,87.23,10.63
2015,11,France,190.02,3.6
2001,1,UK,109.64,7.83
2020,7,UK,262.14,9.46
2000,7,India,227.46,-1.51
1993,8,Vietnam,236.89,9.31
2007,7,USA,228.04,8.62
2018,10,UK,281.26,0.16
2020,6,Canada,213.34,9.77
2017,11,Canada,270.69,3.16
2016,8,Vietnam,203.02,-0.19
2019,10,France,123.35,-0.31
2000,4,France,99.79,8.8
2003,4,UK,131.72,9.89
1993,3,Germany,211.16,4.38
1990,11,India,96.93,-1.62
2022,8,Japan,290.13,8.99
2010,6,India,272.37,6.01
2013,8,Vietnam,223.75,6.7
2002,8,USA,294.64,11.11
2023,7,India,89.11,6.67
2018,3,Vietnam,198.94,-0.76
1994,5,Vietnam,151.9,11.89
2009,2,India,214.91,8.93
2018,1,Canada,272.67,-0.94
2000,3,India,171.66,8.67
1997,4,France,82.43,5.63
2017,4,Germany,91.06,1.44
2007,11,USA,202.5,-0.28
2019,2,Japan,93.65,5.45
2003,3,Canada,112.02,1.83
1998,8,France,206.39,3.43
1999,9,Vietnam,58.11,9.27
2014,2,USA,259.83,0.35
2016,6,Vietnam,282.5,3.63
1991,1,Canada,201.11,-1.57
1992,4,France,233.71,0.67
2018,9,Japan,134.12,11.29
2016,1,Vietnam,224.34,2.7
1993,3,Vietnam,120.61,1.59
2024,7,Germany,100.18,1.75
2016,8,Canada,286.19,3.39
2008,7,USA,266.61,6.66
1999,7,Canada,211.88,0.21
2015,6,Canada,111.47,7.38
1996,7,Canada,238.51,-0.31
2016,7,Germany,280.86,6.2
2019,12,Vietnam,189.82,1.13
2001,9,Vietnam,282.13,-1.76
1994,9,France,207.39,3.81
2002,11,Germany,281.07,1.55
1993,10,UK,162.31,6.25
1991,10,India,186.09,11.26
2023,10,Japan,296.62,-0.15
1995,8,UK,205.56,1.66
2015,9,Germany,174.73,8.71
2000,6,Germany,57.9,7.34
1990,4,France,156.56,9.18
2023,9,UK,56.78,1.97
2010,2,Japan,77.42,5.74
1999,8,India,124.71,4.72
1994,2,France,94.08,3.76
2015,7,France,152.38,1.73
2008,12,USA,212.32,8.68
2010,9,Canada,124.93,4.12
2023,10,India,172.85,-0.29
2018,4,Canada,264.89,0.36
2004,11,Canada,269.64,2.17
2005,8,India,220.36,5.0
2007,7,Canada,219.15,8.11
1990,10,UK,181.16,1.41
2000,3,UK,247.99,7.89
2021,1,France,119.93,9.99
2017,8,UK,291.56,1.35
1995,9,Japan,110.92,11.91
1996,5,Vietnam,246.52,9.99
2013,12,UK,248.02,0.66
1999,4,UK,251.58,-1.79
2019,2,UK,198.06,10.94
2006,1,Germany,57.92,-0.23
1997,4,France,218.93,6.65
2001,8,Japan,126.72,5.14
2015,9,Canada,298.52,2.65
2006,1,Vietnam,120.87,10.87
2024,4,USA,130.44,8.4
1994,12,India,118.48,-0.33
2000,5,USA,214.05,6.89
2005,2,Japan,134.38,10.43
2019,2,Germany,229.99,8.45
1995,3,India,136.13,1.87
2009,1,UK,283.37,9.86
2009,8,Japan,114.89,10.28
2013,1,India,122.91,7.98
2016,4,France,157.27,10.9
1992,7,Canada,289.43,0.35
2013,3,India,81.14,0.85
1999,9,USA,173.18,8.54
2014,3,Vietnam,169.7,7.44
2017,5,France,234.6,11.88
2007,2,India,133.22,5.11
2003,5,Vietnam,132.18,1.07
1990,2,Canada,167.59,11.14
2009,8,India,176.44,6.85
2014,9,Canada,104.93,4.7
2001,5,Canada,199.03,8.47
1998,6,Canada,71.46,3.75
1998,12,Vietnam,170.19,6.78
2014,4,USA,139.4,11.62
2019,10,Germany,257.5,9.54
2017,7,Germany,110.88,10.74
1991,10,India,240.81,2.85
2014,11,Canada,169.0,1.4
2007,5,Vietnam,274.92,7.38
2013,5,Japan,162.89,1.2
2007,11,Japan,235.33,8.69
2016,1,Canada,61.87,7.43
2024,2,India,231.96,9.18
2023,2,India,235.2,10.47
1995,4,India,95.64,-1.48
2005,5,France,132.1,5.86
2012,10,Germany,174.01,2.26
2017,4,India,267.91,4.72
2002,3,Canada,119.11,4.92
2001,4,Vietnam,190.75,7.26
2000,5,Japan,130.22,4.02
2011,12,Canada,118.83,11.2
2020,11,UK,230.41,9.73
2016,11,France,165.54,9.01
2016,3,USA,167.32,9.84
2015,6,UK,185.51,0.51
1996,4,Japan,237.53,11.62
2000,2,Canada,179.07,5.76
2011,12,France,101.66,1.47
2008,3,Japan,232.01,5.58
2009,1,Vietnam,287.29,0.19
2008,10,Vietnam,204.83,9.48
2008,7,India,287.27,3.58
2016,5,UK,174.55,10.36
2006,7,Canada,131.07,-0.85
2007,5,UK,61.82,3.27
2009,1,Germany,262.44,1.49
1997,3,Germany,97.98,7.61
2000,9,France,142.15,9.4
2019,11,Vietnam,235.46,-1.3
2001,7,Canada,191.84,1.62
2012,7,France,190.67,6.53
1995,5,France,97.44,-0.33
2024,3,Germany,276.91,0.55
2004,10,UK,67.92,10.64
2017,4,India,114.27,3.42
1996,4,Canada,81.94,7.9
1995,11,USA,50.86,8.18
2016,6,UK,93.03,9.32
1991,6,India,136.42,4.51
1995,11,France,82.6,1.69
2021,7,USA,132.76,3.29
2018,8,India,247.26,8.72
2023,9,Canada,99.25,0.3
1990,8,India,57.81,7.43
2004,9,Germany,266.91,3.98
1999,9,Canada,120.02,1.25
1999,3,Canada,76.9,8.62
1999,7,Canada,156.75,3.24
2021,3,UK,120.0,10.93
2014,5,USA,188.79,5.45
2004,11,Canada,283.69,-1.03
1998,10,France,93.52,8.43
2005,9,Germany,283.17,11.41
2008,11,Canada,250.02,8.12
2001,8,USA,209.56,-1.72
2024,3,France,179.21,7.77
1994,6,France,188.1,11.83
1995,5,Vietnam,125.21,11.51
2003,11,USA,192.19,7.31
2001,12,Japan,172.42,3.85
2011,10,Canada,162.79,2.31
1993,4,USA,65.84,9.85
2007,11,France,204.28,8.48
2020,6,India,89.23,4.25
2024,8,USA,166.22,3.56
1993,8,Vietnam,122.4,0.38
1998,3,Germany,274.83,0.3
2004,6,Vietnam,217.24,4.49
2010,1,Japan,118.79,9.63
2021,1,Japan,281.06,0.69
1998,11,Vietnam,190.44,3.09
2021,1,India,155.94,8.25
2005,11,France,95.53,5.07
1994,9,Canada,131.59,-1.35
2020,10,Germany,60.38,-0.19
2014,12,Canada,159.48,4.87
1990,9,Japan,100.58,9.85
1992,10,Japan,126.62,2.22
2010,12,Canada,266.18,3.96
2017,5,Vietnam,134.53,10.56
1992,12,Japan,252.56,0.18
2021,7,Canada,267.43,5.92
2021,4,Canada,155.8,1.92
2019,2,France,292.67,9.28
2002,11,UK,152.3,9.99
2023,6,Germany,253.57,11.11
1993,2,Japan,288.16,-0.19
2007,7,Germany,52.22,10.45
2021,4,India,138.88,-1.52
2003,4,Germany,242.38,3.54
2021,2,India,257.45,-1.01
1995,9,UK,263.16,-1.29
2006,12,India,240.23,2.96
1997,12,Vietnam,131.91,3.4
2024,3,Canada,250.79,1.12
2013,6,India,191.41,4.2
1992,10,USA,99.08,4.36
2006,12,India,100.05,6.67
2006,9,UK,105.44,-1.82
2019,8,France,91.69,8.41
2014,9,India,125.2,-0.62
2011,7,Canada,234.13,2.38
2000,9,Canada,281.99,5.01
2001,10,France,111.02,5.18
2010,9,France,196.04,1.36
2004,5,India,71.0,5.1
2001,7,Canada,188.14,-0.18
2011,5,UK,250.61,2.97
2024,1,India,210.01,1.28
2005,7,India,189.46,4.22
2022,12,Germany,221.21,3.9
2003,9,Vietnam,136.95,7.87
2007,5,USA,202.89,7.91
2005,4,India,64.93,7.41
1992,5,Canada,120.59,-1.13
2015,4,Japan,90.67,8.65
2004,9,UK,245.43,2.36
2016,11,Japan,78.75,1.47
2006,10,Vietnam,226.52,3.96
2003,12,Canada,143.96,-1.99
1991,8,Japan,159.7,5.47
2016,5,Japan,220.16,-0.61
2013,11,Canada,255.39,1.21
2024,5,Vietnam,143.93,8.22
1993,5,Vietnam,86.29,4.21
2015,7,Japan,202.49,7.3
1993,12,UK,286.26,0.94
2023,12,USA,97.99,-0.91
2002,10,Canada,169.98,3.04
1990,7,France,63.36,6.96
1990,3,Vietnam,107.32,-1.04
1998,1,France,194.45,2.17
2000,8,Japan,213.73,8.99
2005,11,Vietnam,102.12,9.83
2018,10,Vietnam,272.78,0.98
2004,4,Germany,235.22,7.19
1991,4,India,209.87,11.92
1999,11,Japan,89.22,-0.48
2000,9,Japan,158.54,4.52
2019,12,India,254.69,-0.27
2012,7,Canada,213.51,2.78
2011,12,India,50.76,5.52
2018,11,Vietnam,110.2,6.33
2021,7,UK,234.07,0.46
2022,11,France,148.05,10.59
1998,8,Vietnam,161.58,5.99
1990,1,India,157.51,11.25
2007,9,USA,233.28,-1.35
2011,11,France,143.1,11.54
2003,1,Canada,232.28,11.79
2011,10,Germany,277.67,5.59
2022,11,Japan,84.89,7.03
1995,5,UK,294.47,9.44
2016,9,Japan,134.38,5.44
1995,3,Canada,286.57,-1.97
2005,2,Canada,170.33,-0.42
1991,2,France,207.23,8.74
2018,12,USA,247.36,7.63
2012,7,France,101.25,-0.99
2010,5,Vietnam,137.62,2.89
2002,8,Japan,130.39,5.09
1990,5,Germany,258.38,7.12
2018,2,Canada,57.16,3.07
1996,7,USA,122.61,9.25
2020,7,Japan,155.64,3.27
2011,12,Vietnam,54.25,3.41
2005,2,India,135.51,2.63
2017,6,India,145.37,1.77
2014,11,France,83.04,2.29
