year,month,country,energy_source,consumption_TWh,co2_emission_mt
2005,9,China,hydro,1836.25,1937.93
1995,12,USA,nuclear,1893.14,1672.82
2005,4,India,solar,4175.61,1480.65
2016,6,Brazil,solar,3778.25,1357.0
2001,2,Japan,solar,2049.54,969.09
2011,7,UK,hydro,4786.42,617.14
2004,12,Brazil,coal,4553.35,1997.24
2011,12,India,oil,1698.37,1408.22
2024,8,Brazil,solar,4953.54,763.79
2004,3,UK,nuclear,698.49,1713.51
2012,1,China,wind,4133.58,1234.66
1991,2,France,oil,2465.39,1598.39
1991,2,India,gas,2076.33,1670.84
2008,6,France,coal,3806.5,1766.94
1994,7,Japan,oil,3125.99,904.54
1993,5,India,nuclear,2609.24,506.12
2017,12,France,coal,683.97,1634.15
2007,12,France,coal,4722.91,357.46
2020,11,USA,oil,2122.25,1341.26
2011,10,India,gas,3509.68,354.99
2000,1,USA,wind,3287.37,1618.74
2005,5,India,coal,1468.84,1934.14
1993,8,Brazil,coal,1183.46,1997.93
2010,10,India,hydro,4243.41,1319.75
2014,12,USA,nuclear,565.23,528.95
2009,2,France,oil,1337.01,219.29
1997,8,USA,gas,1964.64,1569.9
1998,6,Japan,oil,4653.39,106.89
2007,1,USA,wind,2073.36,682.3
2020,10,China,wind,1210.85,632.02
2024,9,France,wind,2298.67,1322.01
2019,11,UK,hydro,1486.85,1313.66
2007,8,Japan,coal,1586.4,674.04
2008,5,Germany,wind,2227.23,151.8
2013,4,UK,coal,391.8,1429.06
2011,12,UK,solar,630.41,759.79
2003,12,UK,hydro,4991.26,564.62
2008,1,Brazil,oil,4311.0,709.36
2018,2,Japan,wind,2701.0,806.32
2011,5,China,solar,294.13,1322.1
2019,5,Japan,solar,2279.45,559.09
2004,8,France,coal,2586.94,50.03
2010,5,UK,coal,3492.96,1122.27
2015,5,France,solar,1022.31,189.19
2001,3,Japan,gas,2808.04,235.94
1996,7,France,wind,2379.85,600.57
2000,6,China,hydro,2352.63,1913.69
2009,5,France,wind,1444.69,486.28
2024,11,Germany,nuclear,2230.5,963.62
1993,2,Germany,coal,4779.14,1614.38
1991,4,Brazil,gas,2509.87,1827.63
2009,3,Brazil,nuclear,4576.58,776.63
2009,12,USA,nuclear,3435.42,626.74
2001,12,UK,wind,1068.78,1305.89
2006,7,UK,coal,2439.19,1771.05
2007,9,USA,nuclear,2323.93,1468.02
2013,3,China,nuclear,541.32,1968.86
1997,7,UK,oil,4289.5,1960.51
2019,9,France,coal,540.1,460.97
2009,5,Brazil,coal,1114.86,1031.07
2012,8,UK,wind,1805.26,1542.34
1999,8,France,oil,4398.46,1209.19
2022,12,Brazil,hydro,3566.7,131.87
2013,7,France,wind,1867.41,1160.35
2005,1,Brazil,hydro,4724.71,1065.94
2017,5,Japan,solar,3787.03,227.28
2001,10,Japan,gas,4943.64,1096.33
2009,9,France,wind,1689.21,447.6
2007,9,Germany,coal,3781.83,906.09
2015,12,China,nuclear,1180.52,1646.26
1996,6,China,solar,1521.03,675.87
2010,8,Germany,coal,1905.68,523.23
2021,4,China,nuclear,2711.82,942.09
1996,9,Japan,coal,2671.33,1635.75
2012,2,USA,solar,1763.36,1363.57
2009,2,UK,hydro,4649.82,1591.85
2009,7,France,gas,4983.27,243.16
2021,4,France,hydro,3054.19,45.62
2015,11,India,solar,3982.1,1754.74
2013,4,Japan,nuclear,4154.85,1345.71
1990,2,USA,solar,603.75,1436.29
2017,9,Germany,gas,4072.96,1961.0
2015,2,Germany,wind,848.54,1766.54
2023,9,Germany,coal,4248.39,201.41
2015,12,India,hydro,4471.68,12.06
1994,5,USA,wind,3449.9,275.88
1991,5,India,nuclear,2046.72,948.3
2021,7,Japan,wind,4362.97,740.12
2023,12,UK,nuclear,4102.61,1328.6
2019,5,Germany,hydro,3270.24,1789.96
2013,6,India,hydro,1801.63,701.24
2017,3,UK,nuclear,2983.64,420.51
1992,3,Brazil,coal,2134.52,1053.49
1999,3,UK,wind,4882.14,1821.85
1995,1,Japan,wind,2740.21,346.64
2023,3,Brazil,hydro,1678.81,447.36
2020,4,UK,nuclear,4821.19,1215.32
2002,6,Brazil,hydro,853.65,1971.11
2009,11,Germany,solar,1679.77,1495.2
2021,4,China,coal,4217.34,649.58
1999,3,UK,gas,3869.38,1723.75
2015,8,Brazil,gas,466.68,1707.36
2008,5,China,oil,1666.41,934.63
2018,3,UK,hydro,521.76,455.61
2002,4,Brazil,wind,1035.38,540.26
2023,4,India,coal,1903.65,1351.18
2009,12,Japan,oil,804.41,558.0
2007,3,UK,hydro,4135.26,1679.83
2023,9,Germany,wind,3559.08,1556.26
1997,4,Germany,nuclear,2720.58,171.47
2005,8,China,nuclear,4289.96,108.17
2012,9,China,gas,3271.41,577.87
2021,7,Japan,hydro,4695.3,1034.64
2002,3,Brazil,hydro,2039.17,128.83
2015,1,France,coal,4433.53,527.34
1990,9,USA,oil,600.79,874.56
1991,4,India,oil,3573.22,1666.58
2002,3,Japan,oil,717.52,1860.81
2016,12,USA,gas,1636.04,1228.38
1993,7,Japan,hydro,3725.17,1455.84
2009,10,UK,solar,3880.62,1625.39
1992,9,China,coal,2071.0,1421.68
2012,7,Germany,nuclear,318.85,812.58
1991,11,India,oil,2796.77,1918.94
2005,9,Germany,nuclear,2313.83,762.01
1999,7,Japan,oil,489.77,174.76
2017,11,China,wind,2948.46,1594.5
2007,8,USA,solar,890.71,1237.86
1991,8,India,oil,2333.56,1598.89
2003,12,China,gas,90.41,1637.52
2009,8,France,gas,202.8,104.87
2012,2,France,coal,2946.54,1542.77
1996,2,Germany,nuclear,2810.22,1034.58
2003,2,Brazil,wind,3183.51,1535.14
1997,7,UK,coal,1356.32,1885.42
1994,8,UK,wind,4132.04,1850.04
2012,10,UK,nuclear,1886.16,1361.35
1999,1,Brazil,wind,248.12,1288.28
2016,8,France,nuclear,4106.28,283.59
2024,11,Japan,hydro,4097.92,824.18
1990,8,USA,wind,626.24,1009.39
1996,5,France,solar,140.38,1553.26
1997,3,Germany,solar,4251.41,1637.59
2000,1,India,gas,3223.69,1541.24
2023,4,China,gas,3289.64,1812.18
2017,7,France,wind,71.89,91.76
2023,7,Brazil,nuclear,4260.97,989.08
2009,5,UK,hydro,1400.21,1734.62
2017,6,UK,nuclear,4838.38,208.01
1992,9,USA,hydro,4544.08,1394.02
1998,7,UK,solar,3127.64,617.69
2011,2,USA,wind,1749.67,1376.27
2014,2,France,wind,3210.03,975.1
1991,2,USA,hydro,4220.39,91.07
2012,11,USA,solar,467.87,1632.23
2006,2,Brazil,hydro,3956.35,960.55
2014,5,UK,nuclear,4936.78,190.02
2001,10,UK,coal,2280.91,1023.76
2016,5,Japan,solar,1034.31,1046.37
2009,8,France,gas,1077.03,11.43
1998,5,India,solar,4441.68,1423.06
2012,11,USA,coal,4832.68,85.84
2017,8,Japan,solar,25.99,1371.34
2018,6,China,coal,3461.87,946.51
2021,10,Japan,hydro,838.96,1517.72
2001,4,Germany,wind,915.42,1290.91
2019,10,USA,nuclear,4602.74,341.01
2000,4,Japan,hydro,3656.51,1015.32
2009,3,China,nuclear,2319.64,1760.31
2000,9,USA,gas,4703.7,36.98
2005,11,UK,solar,4810.97,1253.6
2024,11,Japan,oil,2548.22,716.83
1990,12,France,gas,4878.97,1994.51
2014,11,UK,hydro,3459.62,735.63
2016,5,India,gas,995.69,1062.45
2021,8,India,hydro,3080.06,632.55
1995,11,France,wind,1835.36,1884.67
2012,11,USA,wind,4241.53,1199.3
2018,4,France,solar,3456.07,819.36
2019,3,UK,nuclear,856.98,1984.18
2011,11,USA,oil,1842.08,1830.93
2000,6,France,hydro,2166.31,1196.65
2015,6,Japan,hydro,1739.23,169.37
2012,6,China,wind,3637.94,853.45
1992,2,USA,solar,823.67,601.43
1995,6,France,gas,2883.85,1470.66
1996,5,India,solar,246.84,706.26
2011,5,Germany,coal,3745.77,161.34
2022,3,China,coal,2374.27,454.12
1992,5,India,hydro,2356.6,1646.25
2019,10,UK,wind,4172.65,1907.89
2013,1,USA,solar,4179.92,1197.3
1992,1,India,coal,1162.09,259.27
1991,7,Brazil,gas,3238.99,468.93
2008,10,Japan,coal,2109.12,621.06
2013,7,India,wind,546.91,913.79
2009,9,UK,wind,3327.33,1429.05
2020,9,Germany,oil,4693.72,324.47
2020,12,Brazil,solar,2074.47,927.75
2018,11,UK,hydro,3839.88,1317.55
1993,12,USA,solar,2526.92,1263.46
1999,7,Japan,gas,2139.99,1354.52
2024,12,UK,hydro,3458.65,83.61
2010,10,USA,solar,3209.42,737.81
1990,9,France,solar,1047.94,1241.02
2001,10,France,nuclear,3572.23,981.67
2013,12,Brazil,gas,3585.13,1805.29
1991,9,Japan,coal,3411.85,1533.09
2009,3,Japan,hydro,3846.84,784.85
2005,4,France,gas,3194.67,1286.2
2023,1,UK,nuclear,307.45,321.85
2002,2,Germany,gas,2858.35,269.37
2007,8,USA,gas,3416.23,30.24
2018,9,USA,nuclear,1386.18,1686.85
2003,9,India,oil,3943.68,482.67
2019,12,UK,oil,4326.6,1766.07
2024,9,India,oil,3128.3,172.15
1998,11,China,coal,1023.67,126.49
2001,1,Brazil,wind,1905.14,424.03
2010,11,USA,wind,2467.96,1582.4
2007,8,Germany,hydro,4164.29,826.73
2000,5,France,wind,3277.55,1922.84
2016,3,Germany,wind,1660.6,1276.94
2013,6,USA,solar,1665.34,1539.14
2023,4,India,coal,2164.79,929.15
2009,1,USA,wind,4075.91,1848.83
2002,3,China,coal,3376.64,17.63
1997,2,Japan,nuclear,3105.71,1696.55
1994,12,France,solar,3031.78,572.71
1996,1,France,coal,3623.54,1834.6
2001,12,Brazil,hydro,457.08,1946.66
1993,10,China,gas,4970.26,1309.98
2008,9,France,nuclear,191.57,719.85
1990,12,Brazil,wind,1513.38,81.97
2002,12,China,wind,897.11,896.25
2014,11,USA,oil,298.84,1451.06
2023,3,Japan,coal,3790.74,1222.42
2024,12,UK,nuclear,4858.45,1925.03
2006,11,India,solar,667.26,1654.19
2015,1,Germany,coal,4895.82,214.59
2010,3,Japan,hydro,1909.44,490.16
2001,1,UK,oil,1035.64,1755.39
2005,1,Japan,gas,3359.69,214.42
2009,9,USA,solar,4048.61,1484.94
1999,1,India,gas,4828.12,403.41
2012,12,France,wind,2059.01,604.54
2019,5,Japan,oil,4846.23,679.05
1997,5,USA,gas,393.58,1526.71
1994,1,France,oil,3281.92,1213.81
2001,9,Brazil,hydro,3317.2,1174.79
2003,5,Germany,wind,1915.49,519.24
2001,2,USA,hydro,3780.85,238.91
2013,11,France,gas,1639.98,518.16
2006,7,USA,wind,2824.71,1872.19
1990,9,UK,wind,239.24,998.18
2000,11,Brazil,nuclear,2240.8,25.56
1995,11,USA,wind,2223.41,1207.5
2004,12,Germany,wind,3478.41,1973.8
2012,4,UK,coal,2362.0,1873.8
2012,5,France,gas,2398.02,798.06
2001,12,Brazil,solar,4603.98,865.66
1996,9,USA,gas,4163.8,1946.43
2005,12,USA,coal,2258.14,149.94
2024,2,China,hydro,682.5,677.07
2018,5,France,solar,1626.45,1319.91
2006,11,Japan,solar,3145.96,624.63
2015,6,China,gas,512.26,116.84
2009,3,UK,oil,1104.58,183.47
2014,10,Brazil,coal,2564.68,1235.7
2008,9,Japan,coal,978.83,1286.09
2010,11,Germany,nuclear,1866.49,278.15
2021,10,USA,hydro,768.17,1391.04
2017,8,Japan,hydro,3534.48,1437.34
2001,4,France,gas,4307.78,1431.42
2004,5,France,solar,193.6,1837.57
2017,8,Japan,coal,1850.47,1078.76
2010,10,Japan,wind,4027.69,1159.82
2005,10,India,wind,1500.2,593.82
2012,12,UK,oil,3836.53,231.73
2015,1,Brazil,wind,2626.35,518.54
2004,8,Brazil,hydro,1570.73,752.0
2001,6,Japan,oil,365.47,684.2
1993,7,UK,nuclear,3325.06,1059.99
2024,4,Brazil,nuclear,2183.92,1468.3
2020,12,USA,oil,2028.58,619.18
2016,11,UK,wind,2962.53,1959.1
2021,6,India,oil,1966.45,24.55
2022,10,France,gas,3203.51,1468.29
2002,10,Japan,coal,3984.71,11.95
1991,4,Japan,coal,3587.01,1060.0
1994,12,France,nuclear,2440.7,1982.65
2007,10,UK,hydro,2311.38,513.77
2006,10,Brazil,hydro,2936.07,1772.7
1991,2,Germany,gas,57.99,1996.85
2024,1,Japan,wind,2912.33,1919.53
2003,4,Japan,solar,3974.98,897.37
2001,12,India,hydro,4087.05,1830.9
2022,7,Japan,solar,2016.65,1607.97
1996,8,Germany,nuclear,1699.5,887.01
1998,3,China,nuclear,2245.48,1389.47
1994,3,China,solar,851.53,417.31
1993,5,USA,coal,4073.58,708.16
2021,10,France,gas,67.23,1132.99
1994,10,USA,solar,1215.2,801.23
1997,7,France,wind,2287.82,543.22
2002,4,UK,nuclear,1225.49,1148.93
1993,7,China,coal,1029.29,1847.47
2000,2,UK,gas,3772.01,586.26
2004,11,Brazil,solar,2865.15,1991.66
2007,1,UK,gas,3080.86,1882.66
2009,6,Brazil,oil,1067.52,1632.3
1990,4,Germany,hydro,4229.18,1356.87
1990,7,India,hydro,87.84,323.4
2000,1,Germany,coal,2704.85,1139.98
2018,1,Germany,solar,4783.98,352.04
2018,5,Germany,solar,4809.47,1663.92
2013,1,Japan,hydro,1899.83,1712.8
2009,2,India,hydro,237.19,502.58
2019,3,Japan,nuclear,4669.34,156.71
1994,1,Brazil,coal,1238.78,1492.79
1999,8,Germany,coal,406.1,1077.12
1995,2,Japan,hydro,177.29,1523.41
1993,2,Japan,hydro,958.72,709.32
1993,8,USA,hydro,3312.2,698.82
1996,7,UK,solar,1096.23,1777.87
2022,3,Germany,solar,2933.25,774.06
1998,5,China,gas,3580.72,230.04
2015,3,France,coal,1258.01,48.01
2010,11,India,gas,1617.11,306.07
2011,11,Brazil,solar,1867.94,1101.24
2022,5,UK,hydro,820.34,807.91
2022,9,Germany,hydro,1478.78,1645.22
1994,3,India,coal,3419.27,593.04
2010,11,Japan,solar,3699.32,137.99
2016,3,Brazil,nuclear,3802.41,6.07
1990,1,India,wind,1503.93,1120.28
2005,5,China,nuclear,1972.13,801.14
2024,3,India,coal,1079.51,542.81
2021,3,UK,wind,4769.22,1732.32
2018,12,India,wind,3278.54,815.68
2012,4,Germany,coal,4762.19,612.49
2004,2,USA,gas,1260.05,1659.46
2015,2,Brazil,wind,270.3,1557.56
2014,8,India,solar,2380.38,306.15
1991,3,UK,solar,840.94,1257.24
2001,4,Germany,wind,3739.23,1750.83
2008,2,France,nuclear,2148.71,517.74
2021,5,Japan,oil,2781.61,867.39
2012,12,India,gas,2658.75,1742.44
1994,9,India,solar,2428.94,1347.57
2014,9,Germany,oil,2127.06,1162.36
2024,8,India,solar,674.48,11.94
2018,9,Germany,solar,2167.47,969.19
2009,9,Brazil,oil,159.75,1828.48
1996,12,China,wind,925.86,535.11
2011,9,Japan,coal,232.92,673.14
2007,10,USA,wind,2455.57,1478.6
2010,2,India,nuclear,1900.14,1756.61
2011,3,Brazil,nuclear,3500.66,713.32
2001,4,China,wind,1056.48,1974.45
2000,1,Germany,hydro,2683.69,166.89
2001,6,USA,gas,163.96,756.34
2015,12,India,gas,479.61,993.98
2019,2,Brazil,coal,1192.72,1313.39
2004,4,Japan,nuclear,1724.24,1268.22
1997,5,China,coal,4601.98,1905.98
2007,4,Germany,gas,3745.66,1580.99
1999,6,Brazil,hydro,1864.03,1516.45
1997,10,Brazil,coal,3778.38,860.24
2024,10,India,coal,2119.26,201.16
2009,6,China,gas,390.1,502.96
2001,9,USA,nuclear,31.53,631.8
1992,9,USA,gas,2551.6,197.76
2009,1,Japan,hydro,2439.73,1013.47
2001,10,Japan,solar,4292.56,1594.97
2013,8,China,nuclear,936.44,331.48
2005,5,USA,hydro,721.51,1299.7
1999,1,Brazil,gas,2563.08,934.92
2008,12,USA,nuclear,3648.49,1963.6
2003,5,China,solar,561.23,1959.31
2003,6,Germany,gas,4708.32,1596.16
2011,7,UK,solar,1025.33,20.1
1993,3,India,coal,1498.89,689.62
2023,9,USA,wind,2157.03,1040.75
2007,3,Germany,wind,2599.32,964.78
2023,1,Germany,solar,3565.79,516.39
2007,3,Brazil,coal,2861.86,459.8
2020,7,Japan,nuclear,3133.09,1117.45
2009,10,UK,solar,3656.79,1817.97
1999,1,France,nuclear,2770.6,575.5
1992,4,China,hydro,770.49,959.96
2010,7,USA,wind,535.6,1965.79
1999,11,India,gas,4287.51,1231.41
1996,12,USA,solar,4178.1,148.6
2011,3,India,hydro,2577.19,276.38
2012,7,India,wind,855.66,982.3
2001,4,UK,solar,12.18,663.34
2002,7,Japan,gas,2159.81,786.17
2002,9,India,oil,4330.01,616.32
2022,10,China,hydro,1700.68,1126.74
2020,5,India,nuclear,1650.65,789.88
2017,3,Germany,solar,2787.13,1520.32
2008,1,Brazil,coal,2250.91,1012.26
2010,3,France,wind,191.34,898.21
2021,4,Germany,gas,2374.21,1503.38
2015,12,France,hydro,4070.71,1063.02
2002,2,Japan,wind,2131.46,1030.37
2018,4,USA,gas,1740.33,1766.17
1996,5,India,solar,732.0,921.03
2015,8,UK,hydro,3561.23,1191.93
1995,11,Brazil,nuclear,1096.98,634.21
2021,11,France,wind,1250.87,1791.51
2012,12,India,wind,4501.24,1852.77
2000,12,India,oil,1279.13,1180.55
2010,5,India,hydro,4643.98,593.73
2008,2,UK,solar,4575.63,1541.37
2023,1,USA,solar,4948.99,1770.73
2024,9,Brazil,gas,4290.4,1721.55
2020,4,Japan,hydro,566.48,1614.38
2018,9,India,wind,3362.28,1925.91
1995,9,USA,hydro,475.76,822.26
2020,1,UK,wind,3030.91,1063.25
2021,12,USA,gas,1595.67,1856.84
2009,7,USA,hydro,83.84,1007.82
2011,11,China,coal,1325.26,1833.42
1992,12,India,oil,730.63,114.97
1997,12,France,nuclear,2242.13,746.72
2008,6,France,solar,4529.92,645.84
2020,2,USA,oil,2038.91,1937.52
2021,10,India,hydro,2246.0,1034.81
2004,4,China,wind,1744.37,1771.62
2020,5,China,hydro,1056.4,404.2
1992,5,USA,oil,4516.63,1439.19
2021,7,USA,solar,4813.35,1040.56
1999,10,France,solar,1972.98,539.06
2017,2,China,oil,4170.24,472.91
2016,3,Germany,gas,1284.33,365.89
2020,2,USA,gas,665.56,1785.67
2023,7,France,nuclear,1770.26,1198.72
1994,7,Germany,oil,2338.56,1371.89
2000,9,Japan,coal,4387.96,1101.87
1996,4,UK,oil,1390.85,1591.67
1997,4,UK,oil,4247.23,1778.08
2006,6,France,oil,988.36,748.12
2003,12,UK,wind,1371.76,1786.56
2013,3,Brazil,hydro,4512.87,477.45
2019,3,USA,wind,3726.43,1122.14
2004,9,France,oil,3272.27,1987.46
1993,7,USA,oil,1350.09,495.31
2002,12,UK,solar,4670.13,21.51
1994,9,Germany,hydro,333.15,692.78
2020,2,USA,wind,1387.76,842.39
2001,4,USA,nuclear,3605.94,1440.34
2019,8,India,wind,909.48,1664.49
1999,9,India,hydro,1748.34,1182.86
2019,3,Brazil,wind,3711.6,1077.69
2015,8,India,solar,2043.69,472.3
1995,8,China,nuclear,4279.21,1546.29
2016,3,USA,coal,2879.52,696.06
2009,11,UK,coal,4860.55,524.6
2017,8,China,hydro,3221.34,1482.36
2009,6,China,solar,3581.23,1861.08
2001,9,China,gas,4204.72,1540.37
2010,1,UK,gas,3672.17,1273.62
2019,9,China,solar,3932.25,1642.29
1999,8,Brazil,solar,2983.62,327.34
1994,12,India,nuclear,1150.82,9.66
1997,10,Brazil,nuclear,2338.69,1223.14
2019,8,Japan,coal,4811.74,287.8
2006,8,France,coal,2325.31,1086.63
1992,10,China,gas,4421.92,504.59
2010,7,Germany,coal,3394.58,1470.55
2005,3,India,hydro,442.32,1044.37
2021,6,USA,hydro,2566.47,1252.9
2016,10,Brazil,coal,232.36,1414.6
1995,8,USA,wind,2033.5,1773.25
2005,8,India,nuclear,4786.96,1976.54
1992,4,France,oil,4562.07,884.87
2009,8,Brazil,wind,2673.93,1634.99
1996,8,Japan,solar,3741.99,911.45
2000,11,France,hydro,2739.82,1023.58
2018,1,USA,hydro,2799.16,182.39
1992,11,UK,coal,3639.92,1417.87
2010,5,UK,gas,3319.38,1780.02
2021,7,Japan,hydro,436.36,1524.66
2019,8,China,solar,1908.09,1724.25
2000,9,Japan,nuclear,1561.52,1370.49
2006,11,France,wind,4899.91,824.96
2014,11,France,gas,3628.19,873.63
2014,12,Germany,wind,4369.51,628.18
1998,6,Japan,solar,517.67,1976.02
2018,10,Brazil,oil,261.05,1065.06
2004,5,France,wind,3105.61,1921.42
2008,8,China,wind,2727.71,385.9
2004,6,Brazil,nuclear,463.12,631.37
2024,2,Germany,solar,2988.64,813.64
2002,9,Japan,wind,4227.83,507.6
2005,12,France,wind,847.86,320.52
1992,9,USA,coal,2802.13,860.99
2020,1,India,solar,4251.53,871.69
1990,9,China,solar,4508.14,903.05
2024,5,Japan,solar,4401.83,1282.0
2005,9,UK,gas,4216.16,1060.06
1990,11,Brazil,solar,1772.94,445.59
2003,5,France,hydro,2895.35,1246.0
1996,10,China,nuclear,2458.1,751.29
2012,6,UK,hydro,562.68,546.31
2024,9,India,coal,2637.04,678.45
2018,7,Brazil,wind,2676.6,1038.74
2011,12,India,nuclear,4288.16,520.0
2005,4,India,coal,420.54,1043.11
2018,6,China,solar,739.64,1336.47
1995,8,Japan,nuclear,2915.05,1363.74
2007,5,UK,nuclear,794.76,1022.79
2018,4,Brazil,hydro,4789.48,1381.06
2014,7,USA,solar,2736.92,545.95
1991,12,Germany,hydro,933.97,1958.94
2021,3,India,hydro,293.51,11.02
2021,4,USA,wind,2785.34,1073.22
2009,7,China,nuclear,4130.71,1329.27
2022,11,Germany,hydro,2753.13,1865.67
1994,5,Japan,nuclear,4657.66,1656.15
1995,1,Japan,nuclear,4838.43,875.84
2011,6,Japan,gas,70.55,624.55
2010,9,USA,wind,4281.47,1260.48
2008,10,Japan,hydro,3725.47,332.98
2004,3,Japan,coal,3171.42,249.74
2023,4,USA,oil,4853.93,56.47
1996,11,Japan,wind,465.54,488.53
2006,10,India,hydro,2473.01,1686.17
1994,2,USA,solar,1580.39,1293.04
1991,3,Japan,solar,4975.93,1612.5
2016,12,Brazil,wind,1499.96,80.21
2013,5,USA,nuclear,1234.32,567.78
2017,6,Japan,wind,2234.84,196.5
1990,2,Germany,solar,192.66,1286.82
2010,11,France,coal,3079.48,1881.22
2017,2,Germany,nuclear,702.13,1851.85
1992,12,China,solar,2757.18,1283.06
2019,6,India,gas,4409.37,63.38
1990,1,India,coal,1547.98,1254.24
2007,2,France,wind,1500.71,201.81
2022,12,USA,solar,2570.42,752.95
2004,12,India,coal,2009.97,465.54
2013,4,India,gas,4553.6,429.54
2023,1,France,nuclear,4535.54,1034.65
2015,5,UK,gas,2325.83,805.45
2011,3,Brazil,gas,3575.24,926.26
2005,10,France,oil,1362.94,1344.61
2005,1,France,hydro,2925.82,93.09
1994,4,Japan,gas,4091.01,823.45
1995,1,France,coal,3907.32,1113.17
2013,2,USA,coal,754.36,1089.36
2019,11,Brazil,nuclear,3532.97,1236.61
2021,10,Japan,coal,1052.67,2.06
2008,7,UK,wind,2579.9,1619.59
2017,1,China,oil,4918.08,802.87
1997,6,France,gas,428.02,688.43
1990,4,Germany,wind,207.41,836.76
1993,6,Brazil,nuclear,2701.48,662.44
2011,12,India,oil,4878.02,769.65
2011,5,India,hydro,4053.22,1722.68
2019,11,France,gas,1211.88,1731.29
2016,11,Brazil,wind,4426.31,1625.73
2016,6,UK,solar,2897.77,1608.38
2002,5,France,nuclear,4699.98,979.72
2016,2,Japan,nuclear,3957.75,211.61
1997,10,India,gas,999.18,556.63
2001,4,Germany,wind,2350.17,1260.82
2013,7,USA,coal,3589.66,339.14
2007,4,UK,gas,3323.05,1022.96
2004,5,India,nuclear,2162.35,1171.23
2005,2,Germany,solar,4415.44,1360.55
2022,3,India,nuclear,741.09,502.45
1999,5,Brazil,solar,3259.57,668.53
2013,4,India,wind,2565.62,1155.87
2008,3,USA,solar,1056.87,1206.24
2016,2,UK,nuclear,755.65,220.47
2020,12,Japan,nuclear,3525.7,99.06
2010,9,France,solar,432.31,309.64
2005,2,UK,wind,1248.27,1232.1
2012,9,Germany,gas,734.63,1272.4
2003,4,France,nuclear,286.38,324.32
2012,10,Brazil,coal,3490.77,932.66
2007,9,France,wind,1025.24,1314.63
2001,9,Brazil,solar,1144.03,946.41
2000,10,Japan,nuclear,1327.39,1937.72
1994,5,Japan,solar,575.5,1265.17
2010,7,UK,hydro,1956.88,1359.71
2021,4,China,solar,1504.15,1954.28
2018,12,USA,nuclear,378.11,610.01
1996,11,India,solar,4352.43,394.78
2016,10,UK,oil,4775.46,1398.85
1995,4,China,coal,1553.07,446.82
1993,1,UK,wind,4124.87,781.12
2024,10,France,hydro,3404.92,1561.79
1999,9,France,oil,2506.5,148.97
2019,10,India,solar,885.48,1853.96
1998,8,UK,coal,858.11,1065.25
2005,9,Brazil,nuclear,3274.85,148.5
1993,1,India,nuclear,3300.23,1757.11
2015,2,Japan,nuclear,747.57,689.71
2018,11,Germany,nuclear,3593.33,266.3
2017,8,UK,coal,2199.08,1289.94
2000,8,USA,gas,3526.09,1752.91
2017,1,India,solar,2776.02,1975.57
2021,10,Japan,solar,182.39,586.31
2013,5,USA,oil,1781.0,1010.54
1996,6,Germany,nuclear,149.17,1855.37
2007,5,USA,nuclear,3659.65,225.54
1992,6,USA,wind,932.72,1227.32
2009,7,France,gas,4709.66,609.95
2023,11,Germany,solar,4970.26,1228.72
2019,10,Brazil,coal,4409.49,1930.88
1998,6,Japan,gas,1595.36,911.61
1999,3,UK,wind,449.47,364.75
1995,6,Brazil,nuclear,3637.02,1176.12
2006,9,Germany,solar,546.64,1449.52
2004,6,China,nuclear,862.59,1858.27
2022,6,India,gas,402.48,1920.93
2002,5,France,oil,1781.86,187.92
2011,11,Japan,coal,1045.17,1122.2
2005,1,Brazil,hydro,3102.72,1487.95
2023,5,Japan,gas,1850.05,1001.0
1992,11,India,coal,1969.04,1257.55
1997,1,Japan,solar,2650.53,1419.44
2009,8,Japan,gas,1595.37,1037.45
2013,12,UK,coal,1644.39,858.35
2007,1,Japan,oil,1739.55,1702.22
2012,8,Germany,oil,3604.65,265.95
1990,4,France,wind,1945.8,408.52
1991,3,India,coal,514.61,1462.22
1994,4,Brazil,coal,3411.69,558.49
2007,2,Brazil,coal,4715.68,451.02
2005,3,India,gas,346.41,1285.74
1999,4,Japan,nuclear,4484.73,1916.25
2018,9,Brazil,hydro,1779.75,373.07
2024,10,Japan,solar,2754.66,796.72
2014,2,USA,gas,769.3,398.56
2013,3,Germany,oil,1421.05,1108.6
2002,12,USA,oil,1245.14,1913.16
2010,12,China,coal,247.71,356.83
2023,4,China,oil,3131.83,995.51
2008,3,China,coal,3920.91,1763.69
2017,3,UK,oil,193.27,575.32
2016,9,France,gas,279.95,1243.19
2015,5,France,coal,1202.07,1724.11
2000,11,Germany,nuclear,853.78,791.48
2024,9,UK,nuclear,1300.27,727.31
2009,6,Brazil,solar,1749.16,1462.07
2001,10,China,hydro,4868.88,191.81
2017,8,Brazil,solar,1662.78,876.64
1991,1,Japan,gas,1214.27,1644.77
1990,8,UK,solar,206.19,1453.61
1998,1,India,gas,2984.42,141.43
2011,9,UK,nuclear,4505.86,1088.23
2016,3,France,coal,2780.36,1091.11
1998,9,Germany,nuclear,4172.08,1096.07
1996,8,USA,solar,430.64,1316.05
1991,7,Germany,solar,491.66,188.54
1994,12,USA,oil,3144.22,455.06
2006,1,France,gas,486.3,765.84
2024,7,Japan,hydro,2436.79,568.31
1997,2,UK,solar,894.28,1013.15
1992,2,UK,solar,643.68,1885.31
1992,9,Germany,hydro,2634.14,246.28
1990,9,Brazil,gas,681.36,241.14
2013,12,Japan,solar,1228.77,641.18
